iter	RMSE
855	0.9221695943
856	0.9216292669
857	0.9215844699
858	0.9213675778
859	0.921341245
860	0.9213186166
861	0.9207654131
862	0.9206063183
863	0.9205837989
864	0.9205610194
865	0.9199980565
866	0.9196206984
867	0.9190487548
868	0.9187441203
869	0.9184011695
870	0.9179940814
871	0.9179684376
872	0.9177641357
873	0.9171601509
874	0.9167088084
875	0.9162317586
876	0.9160780065
877	0.9160569415
878	0.9154261173
879	0.9151051904
880	0.914537192
881	0.913832095
882	0.9135281472
883	0.9132210675
884	0.9125386002
885	0.9125164214
886	0.9121127191
887	0.9115952595
888	0.9113104529
889	0.9110460653
890	0.9110205651
891	0.9106367859
892	0.9100866522
893	0.9098429262
894	0.909112309
895	0.9086137564
896	0.9085917659
897	0.9083801108
898	0.90828697
899	0.9080584318
900	0.9076419014
901	0.9072323561
902	0.9072070127
903	0.9068220065
904	0.9064227388
905	0.90638772
906	0.9061730063
907	0.9061507015
908	0.905548237
909	0.9055221567
910	0.9050254398
911	0.9047041464
912	0.904270647
913	0.9040607353
914	0.9036441754
915	0.9032242949
916	0.9031997103
917	0.9028515525
918	0.9028180132
919	0.902373272
920	0.9023492114
921	0.902330776
922	0.9020805416
923	0.9020625844
924	0.9020386389
925	0.9014816586
926	0.9013024488
927	0.9009733986
928	0.9009486028
929	0.9009245644
930	0.9008988016
931	0.9005939659
932	0.9000858949
933	0.8996646987
934	0.8992111783
935	0.8991869846
936	0.8989147923
937	0.8986026338
938	0.8980197285
939	0.8978046036
940	0.8975719544
941	0.8971032877
942	0.8966462785
943	0.8966224891
944	0.8957316624
945	0.8957025761
946	0.8953923408
947	0.8949590705
948	0.8948684808
949	0.8947574786
950	0.8942704592
951	0.8938494562
952	0.8934708581
953	0.8930677867
954	0.8928556077
955	0.8928293663
956	0.8924682732
957	0.8921280387
958	0.8917690091
959	0.8914626005
960	0.8913184112
961	0.8908527078
962	0.8903483747
963	0.8902031443
964	0.8901845395
965	0.8896137702
966	0.8892395159
967	0.8889379994
968	0.888557947
969	0.8881452296
970	0.8877890421
971	0.8874848803
972	0.8873887639
973	0.8868584283
974	0.88655057
975	0.8865301617
976	0.8859653583
977	0.8855744737
978	0.8851314558
979	0.8847679752
980	0.8845107095
981	0.8840623582
982	0.8836834387
983	0.88317103
984	0.8828958956
985	0.8828732061
986	0.8823968933
987	0.8820418923
988	0.8816465252
989	0.8816251576
990	0.8810576687
991	0.8810383278
992	0.8807492591
993	0.880254129
994	0.8798648621
995	0.8794924965
996	0.8788791106
997	0.8788581266
998	0.878698912
999	0.8784213681
